480.915496826,1.06784653664,-112.142860413,2.08376574516,0.0,-0.092,C,-0.92,0.005,
480.915496826,1.06784653664,-112.142860413,2.08376574516,0.0,-0.092,C,-0.92,0.005,
480.670898438,1.0768018961,-106.157142639,2.07993388176,0.0,-0.239,C,-2.39,0.005,
480.670898438,1.0768018961,-106.157142639,2.07993388176,0.0,-0.239,C,-2.39,0.005,
480.670898438,1.0768018961,-106.157142639,2.07993388176,0.0,-0.239,C,-2.39,0.005,
480.670898438,1.0768018961,-106.157142639,2.07993388176,0.0,-0.239,C,-2.39,0.005,
480.670898438,1.0768018961,-106.157142639,2.07993388176,0.0,-0.239,C,-2.39,0.005,
480.670898438,1.0768018961,-106.157142639,2.07993388176,0.0,-0.239,C,-2.39,0.005,
477.643829346,1.07230162621,-104.015266418,2.07774114609,0.0,-0.047,C,-0.47,0.005,
477.643829346,1.07230162621,-104.015266418,2.07774114609,0.0,-0.047,C,-0.47,0.005,
477.643829346,1.07230162621,-104.015266418,2.07774114609,0.0,-0.047,C,-0.47,0.005,
477.643829346,1.07230162621,-104.015266418,2.07774114609,0.0,-0.047,C,-0.47,0.005,
477.643829346,1.07230162621,-104.015266418,2.07774114609,0.0,-0.047,C,-0.47,0.005,
477.643829346,1.07230162621,-104.015266418,2.07774114609,0.0,-0.047,C,-0.47,0.005,
480.783782959,1.07125473022,-99.4160614014,2.07426643372,0.0,0.083,C,0.83,0.005,
480.783782959,1.07125473022,-99.4160614014,2.07426643372,0.0,0.083,C,0.83,0.005,
480.783782959,1.07125473022,-99.4160614014,2.07426643372,0.0,0.083,C,0.83,0.005,
480.783782959,1.07125473022,-99.4160614014,2.07426643372,0.0,0.083,C,0.83,0.005,
480.783782959,1.07125473022,-99.4160614014,2.07426643372,0.0,0.083,C,0.83,0.005,
480.783782959,1.07125473022,-99.4160614014,2.07426643372,0.0,0.083,C,0.83,0.005,
479.33782959,1.07974553108,-103.404411316,2.0771985054,0.0,-0.245,C,-2.45,0.005,
479.33782959,1.07974553108,-103.404411316,2.0771985054,0.0,-0.245,C,-2.45,0.005,
479.33782959,1.07974553108,-103.404411316,2.0771985054,0.0,-0.245,C,-2.45,0.005,
479.33782959,1.07974553108,-103.404411316,2.0771985054,0.0,-0.245,C,-2.45,0.005,
479.33782959,1.07974553108,-103.404411316,2.0771985054,0.0,-0.245,C,-2.45,0.005,
479.33782959,1.07974553108,-103.404411316,2.0771985054,0.0,-0.245,C,-2.45,0.005,
476.468353271,1.07746469975,-99.0,2.07422685623,0.0,-0.094,C,-0.94,0.005,
476.468353271,1.07746469975,-99.0,2.07422685623,0.0,-0.094,C,-0.94,0.005,
476.468353271,1.07746469975,-99.0,2.07422685623,0.0,-0.094,C,-0.94,0.005,
476.468353271,1.07746469975,-99.0,2.07422685623,0.0,-0.094,C,-0.94,0.005,
476.468353271,1.07746469975,-99.0,2.07422685623,0.0,-0.094,C,-0.94,0.005,
476.468353271,1.07746469975,-99.0,2.07422685623,0.0,-0.094,C,-0.94,0.005,
476.594604492,1.06983959675,-99.3178329468,2.07640051842,0.0,0.062,C,0.62,0.005,
476.594604492,1.06983959675,-99.3178329468,2.07640051842,0.0,0.062,C,0.62,0.005,
476.594604492,1.06983959675,-99.3178329468,2.07640051842,0.0,0.062,C,0.62,0.005,
476.594604492,1.06983959675,-99.3178329468,2.07640051842,0.0,0.062,C,0.62,0.005,
476.594604492,1.06983959675,-99.3178329468,2.07640051842,0.0,0.062,C,0.62,0.005,
476.594604492,1.06983959675,-99.3178329468,2.07640051842,0.0,0.062,C,0.62,0.005,
473.442871094,1.07562148571,-89.4859161377,2.06895256042,0.0,0.11,C,1.1,0.005,
473.442871094,1.07562148571,-89.4859161377,2.06895256042,0.0,0.11,C,1.1,0.005,
473.442871094,1.07562148571,-89.4859161377,2.06895256042,0.0,0.11,C,1.1,0.005,
473.442871094,1.07562148571,-89.4859161377,2.06895256042,0.0,0.11,C,1.1,0.005,
473.442871094,1.07562148571,-89.4859161377,2.06895256042,0.0,0.11,C,1.1,0.005,
473.442871094,1.07562148571,-89.4859161377,2.06895256042,0.0,0.11,C,1.1,0.005,
471.148651123,1.08116066456,-91.0584411621,2.07138848305,0.0,-0.119,C,-1.19,0.005,
471.148651123,1.08116066456,-91.0584411621,2.07138848305,0.0,-0.119,C,-1.19,0.005,
471.148651123,1.08116066456,-91.0584411621,2.07138848305,0.0,-0.119,C,-1.19,0.005,
471.148651123,1.08116066456,-91.0584411621,2.07138848305,0.0,-0.119,C,-1.19,0.005,
471.148651123,1.08116066456,-91.0584411621,2.07138848305,0.0,-0.119,C,-1.19,0.005,
471.148651123,1.08116066456,-91.0584411621,2.07138848305,0.0,-0.119,C,-1.19,0.005,
471.148651123,1.08116066456,-91.0584411621,2.07138848305,0.0,-0.119,C,-1.19,0.005,
466.486480713,1.08375513554,-78.8099975586,2.06681895256,0.0,-0.062,C,-0.62,0.005,
466.486480713,1.08375513554,-78.8099975586,2.06681895256,0.0,-0.062,C,-0.62,0.005,
466.486480713,1.08375513554,-78.8099975586,2.06681895256,0.0,-0.062,C,-0.62,0.005,
466.486480713,1.08375513554,-78.8099975586,2.06681895256,0.0,-0.062,C,-0.62,0.005,
466.486480713,1.08375513554,-78.8099975586,2.06681895256,0.0,-0.062,C,-0.62,0.005,
466.486480713,1.08375513554,-78.8099975586,2.06681895256,0.0,-0.062,C,-0.62,0.005,
457.186676025,1.06348729134,-89.2032089233,2.07302188873,0.0,0.341,C,3.41,0.005,
457.186676025,1.06348729134,-89.2032089233,2.07302188873,0.0,0.341,C,3.41,0.005,
457.186676025,1.06348729134,-89.2032089233,2.07302188873,0.0,0.341,C,3.41,0.005,
457.186676025,1.06348729134,-89.2032089233,2.07302188873,0.0,0.341,C,3.41,0.005,
457.186676025,1.06348729134,-89.2032089233,2.07302188873,0.0,0.341,C,3.41,0.005,
457.186676025,1.06348729134,-89.2032089233,2.07302188873,0.0,0.341,C,3.41,0.005,
454.233764648,1.07281076908,-91.4189910889,2.07489418983,0.0,0.02,C,0.2,0.005,
